X,Y,OBJECTID,CommunityName,Coastal,AsOfDate,Description
82326.9702487032,944400.411622134,394,Port William,Yes,2018/03/12 00:00:00+00,Port William is accessible by sea plane and boat. Scheduled flights and charters by sea or air are available from Kodiak or Homer. A private seaplane base is owned by Washington Fish & Oyster. Port William serves as Mail Drop for the vicinity. Port William is the only deep-water port between Seldovia and Kodiak and is a popular stop-over for sea planes and marine vessels.
271484.34705581,1215610.77163573,395,Portage,No,2018/03/12 00:00:00+00,
128539.523576058,1026443.46172486,396,Portlock,Yes,2018/03/12 00:00:00+00,
224360.135791117,1240678.19966157,397,Rabbit Creek,No,2018/03/12 00:00:00+00,Rabbit Creek is located about 14 miles south of Anchorage on the Seward Highway.
-570018.040818266,534184.700596148,398,Sanak,Yes,2018/03/12 00:00:00+00,
86655.5623414888,951819.343675232,399,Shuyak Island,Yes,2018/03/12 00:00:00+00,Shuyak is accessible by sea plane and boat. Scheduled flights and charters by sea or air are available from Kodiak or Homer. A private seaplane base is owned by Washington Fish & Oyster. Port William serves as Mail Drop for the vicinity. Port William is the only deep-water port between Seldovia and Kodiak and is a popular stop-over for sea planes and marine vessels.
-415909.462429639,601516.901294254,400,Squaw Harbor,Yes,2018/03/12 00:00:00+00,
252712.317287962,1552963.91925356,401,Suntrana,No,2018/03/12 00:00:00+00,
1134576.8503073,1087146.62003219,402,Thane,Yes,2018/03/12 00:00:00+00,
1331659.79876167,906620.902989972,403,Thoms Place,,2018/03/12 00:00:00+00,
34435.7379449168,853438.921480794,404,Uganik,,2018/03/12 00:00:00+00,
74169.3988122847,2156796.67566244,405,Umiat,No,2018/03/12 00:00:00+00,
-413713.627585073,594748.63386947,406,Unga,Yes,2018/03/12 00:00:00+00,Float planes or boats are the only means of transportation to Unga.
256268.324633774,1554469.2956292,407,Usibelli,No,2018/03/12 00:00:00+00,
-96.3103919649821,848156.651402393,408,Uyak,,2018/03/12 00:00:00+00,
1384023.27693332,834149.242896316,409,Ward Cove,Yes,2018/03/12 00:00:00+00,
20720.7037610036,1076896.86500803,410,Williamsport,,2018/03/12 00:00:00+00,
97441.8105636039,865270.132348822,411,Woody Island,Yes,2018/03/12 00:00:00+00,Access is available by boat or float plane.
-1537200.80409957,470990.071658981,412,Adak Station,Yes,2018/03/12 00:00:00+00,
-477710.913865003,1374361.95588113,413,Andreafsky,Yes,2018/03/12 00:00:00+00,Andreafsky is across the river from St. Mary's which has an airport and is served by barges during the summer months.
-493203.878182539,1478597.50260003,414,Bill Moore's Slough,No,2018/03/12 00:00:00+00,"Transportation is provided to Bill Moore's Slough by boat or floatplane from Kotlik. Snowmachine trails provide access in the winter. As of 2014, the Bureau of Indian Affairs is considering plans to build a road from Kotlik."
624208.284516599,1628964.14697204,415,Boundary,No,2018/03/12 00:00:00+00,
515775.025860326,1956293.74742881,416,Canyon Village,,2018/03/12 00:00:00+00,
-513362.777338133,1481049.50942722,417,Chuloonawick,Yes,2018/03/12 00:00:00+00,The village is no longer populated and can be accessed by boat or float plane.
432584.182188562,1755425.55823639,418,Circle Hot Springs,No,2018/03/12 00:00:00+00,
446096.899406404,1372723.64793617,419,Copperville,No,2018/03/12 00:00:00+00,The Richardson Highway connects the area to the remainder of the state. An airstrip is nearby at Brenwick's
-456573.957691685,1692668.27250089,420,Council,Yes,2018/03/12 00:00:00+00,"Council is connected by road to Nome. There is a state-owned gravel airstrip, but it is not maintained in the winter. Air charter services are available from Nome. Snow machines are the main means of transportation during the winter. Nome residents visit the area to hunt and fish. In 2011, a Bering Sea storm washed out sections of the road from Nome but it has been repaired since that time."
1121864.90126978,1046072.43729542,421,Cube Cove,No,2018/03/12 00:00:00+00,"Float planes and boats provide transportation to the cove, although there are no facilities."
-262416.89970698,988920.813784893,422,Ekuk,Yes,2018/03/12 00:00:00+00,"Air transport is the most frequent means of getting to Ekuk. Ekuk Village Council owns a dirt/gravel airstrip. Scheduled and charter flights are available from Dillingham during the summer months. The village has a small dock on the south side. Other private docks are in use. The cannery has two docks and a boat haul-out. Clark's Point, two miles north, can be reached by snow machine during winter."
456375.921012549,1199932.04478267,423,Eyak,Yes,2018/03/12 00:00:00+00,"Cordova is accessed by plane or boat. It is linked directly to the North Pacific Ocean shipping lanes through the Gulf of Alaska. It receives year-round barge services and state ferry service. The Merle K. 'Mudhole' Smith Airport at mile 13 is state owned and operated, with an asphalt runway and a gravel crosswind runway. The state owned and city operated Cordova Municipal Airport has a gravel runway. Daily scheduled jet flights and air taxis are available. Float planes land at the Lake Eyak seaplane base or the boat harbor. Harbor facilities include a breakwater, dock, small boat harbor with 850 berths, boat launch, boat haul-out, ferry terminal, and marine repair services. A 48-mile gravel road provides access to the Copper River Delta to the east. As of 2014, the road is impassable beyond mile 36 due to a bridge across the Copper River which is washed out."
-920051.268871235,471174.389125324,424,Fort Glenn,Yes,2018/03/12 00:00:00+00,
-196790.588863644,1329098.63936945,425,Georgetown,Yes,2018/03/12 00:00:00+00,Georgetown is no longer populated and is accessible by river. In prior years it was used as a summer fish camp.
-499903.024783892,1473465.78065852,426,Hamilton,Yes,2018/03/12 00:00:00+00,"Hamilton is a Yup'ik summer subsistence-use camp; villagers live permanently in Kotlik. Transportation is provided by boat or float plane."
-209992.280403817,1403300.58678245,427,Iditarod,No,2018/03/12 00:00:00+00,
-659021.512417337,1736713.21152062,428,King Island,Yes,2018/03/12 00:00:00+00,The island is accessible by boat or helicopter.
-516805.984374473,1730626.74465231,429,Mary's Igloo,No,2018/03/12 00:00:00+00,Mary's Igloo can be reached by riverboat in the summer and by trails in winter. Snow machines and dog teams use the established path to Teller.
-35210.4427864983,1459733.79021299,430,Medfra,,2018/03/12 00:00:00+00,
-250635.809370116,1293059.92483629,431,Napaimute,No,2018/03/12 00:00:00+00,"Napaimute is easily accessible by riverboat. In the summer months, all passengers, cargo, and mail arrive in the village by boat. A cargo barge stops several times during the summer. Air charters by float planes or ski planes are available. The river is used as a ice road by snow machines during winter. The Native Village of Napaimute owns a gravel runway."
-682491.704091307,1187494.96755669,432,Nunivak Island,Yes,2018/03/12 00:00:00+00,"Mekoryuk relies heavily on air transportation for passenger, mail, and cargo service. A state-owned gravel runway allows year-round access. A breakwater protects the shoreline from the Bering Sea waves. Barges deliver goods from Bethel once or twice each summer. Boats, snow machines, and ATVs are used for travel within the community."
-415496.796008824,1312212.003796,433,Ohogamiut,Yes,2018/03/12 00:00:00+00,The site is accessible by boat or float plane.
-126769.756677634,1466264.99117211,434,Ophir,No,2018/03/12 00:00:00+00,
-621043.941967527,1357895.58678302,435,Paimiut,Yes,2018/03/12 00:00:00+00,"The village is accessible by boat or float plane. A winter trail, used by snow machines, is marked to Hooper Bay (14 mi)."
-75331.5057389189,1571495.59915515,436,Poorman,No,2018/03/12 00:00:00+00,
-802802.068631808,1595268.89075215,437,Saint Lawrence Island,Yes,2018/03/12 00:00:00+00,"The remoteness of the island coupled with the lack of a seaport results in heavy dependence upon air transport. A state-owned airport in Gambell has an asphalt runway, and Savoonga has a gravel airstrip. Regular flights from Nome and charters from Unalakleet are available to both villages. Freight is shipped by barge from Anchorage. Winter transportation on St. Lawrence Island primarily consists of snow-machine travel over packed snow. However, these routes often traverse through treacherous landscapes that offer little or no points of reference during bad weather. Tripods were installed in 2013 marking the winter routes between Gambell and Savoonga, as well as other points on the southern part of St. Lawrence Island. An approximately 7 mile evacuation road was completed in 2013 which extends southward from the village of Gambell."
1247975.89480021,875804.421006156,438,Shakan Bay,Yes,2018/03/12 00:00:00+00,
-2079913.05363954,810444.996738458,439,Eareckson Station,,2018/03/12 00:00:00+00,"A United States Air Force radar, surveillance, and weather station and aircraft refueling station are in operation."
-498235.362652332,1661292.45274115,440,Solomon,Yes,2018/03/12 00:00:00+00,Solomon is located along the Nome/Council road. A gravel airstrip is owned by the Municipal Land Trust. Charter flights are available from Nome. Snow machines and dogsleds are used for transportation during the winter.
35952.5379436969,1490860.33761006,441,Telida,No,2018/03/12 00:00:00+00,"Access to Telida is primarily by air. A locally-maintained turf airstrip is available. Small boats can reach Telida, but snags and sticks downriver prevent large boat access. There is no road connection, but a winter trail connects the village with Nikolai. Snowmobiles, motor bikes, and ATVs are used."
-609993.149541433,1219519.73756769,442,Umkumiute,Yes,2018/03/12 00:00:00+00,The Toksook Bay airstrip provides access to the island. Boats and skiffs are used for local transportation.
660487.360363678,1470329.38068821,443,Alcan Border,No,2018/03/12 00:00:00+00,"The Alcan Highway connects through Whitehorse, Yukon, Canada, to the lower 48 states or through Tok to Fairbanks and Anchorage."
