X,Y,OBJECTID,CommunityID,CommunityName,IncorporationType,AreaType,BoroughCensusArea,ANCSARegionalCorporation,NativeRegionalHealthCarePro,ANCSARegionalNonProfit,SchoolDistrict,DCRAAlaskaRegion,ClimateRegion,EnergyRegion,EconomicRegion,ARDORRegion,RecordersOffice,Section,Township,Range,Meridian,sqMiLand,sqMiWater
1384023.27693332,834149.242896316,1784,{9DFC41E1-A701-49F8-9D31-93E3915A17DF},Ward Cove,Locality,Place of Interest,Ketchikan Gateway Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Ketchikan Gateway Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,34,074S,090E,C,,
20720.7037610036,1076896.86500803,1785,{4547961C-0759-499A-95BB-FD070BC50C31},Williamsport,Locality,Place of Interest,Lake and Peninsula Borough,"Cook Inlet Region, Incorporated","Eastern Aleutian Tribes, Incorporated","Cook Inlet Tribal Council, Incorporated",,Southwest Region,Southwest Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Iliamna - 320,1,006S,026W,S,,
97441.8105636039,865270.132348822,1786,{78BB3DD1-BD64-4188-9A64-A24593246190},Woody Island,Locality,Place of Interest,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,3,028S,019W,S,,
-477710.913865003,1374361.95588113,1788,{EC457701-43EB-47F8-BD08-A820436CEBE6},Andreafsky,Unincorporated,Place of Interest,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Saint Mary's School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,27,023N,076W,S,,
-493203.878182539,1478597.50260003,1789,{DC681D17-42C5-45C8-B477-39645A113EC0},Bill Moore's Slough,Unincorporated,Place of Interest,Kusilvak Census Area,Calista Corporation,Southeast Alaska Regional Health Consortium,Association of Village Council Presidents,,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,26,028S,026W,K,0,0
624208.284516599,1628964.14697204,1790,{43437DA7-7BFD-4A06-844D-01F829F04C91},Boundary,Unincorporated,Place of Interest,Southeast Fairbanks Census Area,"Doyon, Limited","Council of Athabascan Tribal Governments, Incorporated",Tanana Chiefs Conference,,Interior Region,Continental,Railbelt,Interior Economic Region,,Fairbanks - 401,25,027N,022E,C,,
515775.025860326,1956293.74742881,1791,{2B55B7BE-E871-4781-AF5C-7EF7A8816098},Canyon Village,Unincorporated,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,19,027N,026E,F,0,0
-513362.777338133,1481049.50942722,1792,{0B65A22E-634B-4843-95FC-744D9BB509F0},Chuloonawick,Unincorporated,Place of Interest,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,13,033N,079W,S,,
432584.182188562,1755425.55823639,1793,{9D80642E-BFD8-4CC1-B095-333008C33407},Circle Hot Springs,Unincorporated,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited","Council of Athabascan Tribal Governments, Incorporated",Tanana Chiefs Conference,,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,34,008N,015E,F,,
446096.899406404,1372723.64793617,1794,{2BE07C58-20E2-481E-BB3F-3CD55ACB44F9},Copperville,Unincorporated,Place of Interest,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,,Gulf Coast Region,Gulf Coast Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,4,003N,001W,C,,
-456573.957691685,1692668.27250089,1795,{A2E6A4DA-8E4B-40EE-8887-9C8766EBF373},Council,Unincorporated,Place of Interest,Nome Census Area,Bering Straits Native Corporation,,"Kawerak, Incorporated",,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,11,007S,025W,K,0,0
1121864.90126978,1046072.43729542,1796,{A660F99C-9DBA-4B43-A0BA-7B387B163E6E},Cube Cove,Unincorporated,Place of Interest,Hoonah-Angoon Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Juneau - 101,28,045S,066E,C,0,0
-262416.89970698,988920.813784893,1797,{6FD8B74B-4F96-41CE-AFFD-97FF3064D7C4},Ekuk,Unincorporated,Place of Interest,Dillingham Census Area,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",,Western Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,2,016S,056W,S,,
456375.921012549,1199932.04478267,1798,{12808AC2-15BC-4A89-BA4F-30C945D4E9B6},Eyak,Unincorporated,Place of Interest,Chugach Census Area,Chugach Alaska Corporation,Chugachmiut,Chugachmiut,Cordova City School District,Gulf Coast Region,Gulf Coast Maritime,Copper River/Chugach,Gulf Coast Economic Region,Prince William Sound Economic Development District,Cordova - 306,31,015S,002W,C,,
-920051.268871235,471174.389125324,1799,{20C57414-77B7-4491-9EF4-31C77E83238F},Fort Glenn,Unincorporated,Place of Interest,Aleutians West Census Area,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,32,078S,128W,S,0,0
-196790.588863644,1329098.63936945,1800,{84187274-E695-4735-89E5-F837DCB605AD},Georgetown,Unincorporated,Place of Interest,Bethel Census Area,Calista Corporation,Southcentral Foundation,Association of Village Council Presidents,Kuspuk School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,22,021N,046W,S,,
-499903.024783892,1473465.78065852,1801,{4E111111-E561-4EB9-AB8B-3A099E33AC07},Hamilton,Unincorporated,Place of Interest,Kusilvak Census Area,Calista Corporation,Southeast Alaska Regional Health Consortium,Association of Village Council Presidents,,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,3,032N,078W,S,,
-209992.280403817,1403300.58678245,1802,{2EA8630A-A35A-4238-AB30-13F9511BD7BC},Iditarod,Unincorporated,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",Southeast Alaska Regional Health Consortium,Tanana Chiefs Conference,,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,1,028N,048W,S,0,0
-659021.512417337,1736713.21152062,1803,{8D0A29AA-6F62-4AEF-8AEC-28A91695D5BF},King Island,Unincorporated,Place of Interest,Nome Census Area,Bering Straits Native Corporation,"Eastern Aleutian Tribes, Incorporated","Kawerak, Incorporated",,Northwest Region,Western Transitional,Bering Straits,Southeast Economic Region,Bering Strait Development Council,Nome - 201,17,006S,046W,K,0,0
-516805.984374473,1730626.74465231,1804,{7C5736EA-AF6B-411E-BA1E-2A602B84E4E9},Mary's Igloo,Unincorporated,Place of Interest,Nome Census Area,Bering Straits Native Corporation,Yukon-Kuskokwim Health Corporation,"Kawerak, Incorporated",,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,17,004S,031W,K,0,0
-35210.4427864983,1459733.79021299,1805,{A1B3B81A-671B-4A5B-A00F-994664870019},Medfra,Unincorporated,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",Southcentral Foundation,Tanana Chiefs Conference,,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,32,027S,022E,K,,
-250635.809370116,1293059.92483629,1806,{FAC22325-82C3-44BC-97AA-D61D1CF9E319},Napaimute,Unincorporated,Place of Interest,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,29,017N,052W,S,,
-682491.704091307,1187494.96755669,1807,{7A0BDA25-2250-4124-9F80-F088FE0B00BE},Nunivak Island,Unincorporated,Place of Interest,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Nome - 201,12,001S,100W,S,,
-415496.796008824,1312212.003796,1808,{349B4A53-ED73-485B-8D34-F64D7ABD23AB},Ohogamiut,Unincorporated,Place of Interest,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,18,017N,069W,S,0,0
-126769.756677634,1466264.99117211,1809,{927FB853-0BA5-4491-A1E1-8F103C42E763},Ophir,Unincorporated,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",,Tanana Chiefs Conference,,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,14,027S,012E,K,0,0
-621043.941967527,1357895.58678302,1810,{8175DE07-560A-4EB0-844A-F0D1FC9A5035},Paimiut,Unincorporated,Place of Interest,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,31,019N,091W,S,0,0
-75331.5057389189,1571495.59915515,1811,{9F8B0AD3-0990-40E9-8B85-B33C4C0D5998},Poorman,Unincorporated,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",Southcentral Foundation,Tanana Chiefs Conference,,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,17,016S,017E,K,,
-802802.068631808,1595268.89075215,1812,{7F55D5E9-D568-482A-BE2C-9BE29FA6B13F},Saint Lawrence Island,Unincorporated,Place of Interest,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,5,024S,060W,K,,
1254868.34490607,876451.103201725,1813,{0F7C77B7-69C7-48F2-B035-41C709DC35A5},Shakan Bay,Unincorporated,Place of Interest,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,,Petersburg - 110,18,066S,077E,C,,
-2079913.05363954,810444.996738459,1814,{17AA4233-9435-4013-B2C1-D61FBB303CCE},Eareckson Station,Unincorporated,Place of Interest,Aleutians West Census Area,Aleut Corporation,"Aleutian Pribilof Islands Association, Incorporated","Aleutian Pribilof Islands Association, Incorporated",,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,14,086S,257W,S,,
-498235.362652332,1661292.45274115,1815,{798D00BB-D4F4-4E3A-9A5D-E08E4F4420E3},Solomon,Unincorporated,Place of Interest,Nome Census Area,Bering Straits Native Corporation,Peninsula Community Health Services,"Kawerak, Incorporated",,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,3,011S,029W,K,0,0
35952.5379436969,1490860.33761006,1816,{5E3D1CE1-F61E-4C77-8B1C-66F457350D90},Telida,Unincorporated,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",,Tanana Chiefs Conference,,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,28,024S,029E,K,,
-609993.149541433,1219519.73756769,1817,{0F09C581-007E-452C-984F-6EC6480779E8},Umkumiute,Unincorporated,Place of Interest,Bethel Census Area,Calista Corporation,Bristol Bay Area Health Corporation,Association of Village Council Presidents,,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,26,005N,091W,S,,
660487.360363678,1470329.38068821,1818,{3A2BEA63-41B6-445E-BF20-B04461C94803},Alcan Border,Unincorporated CDP,Place of Interest,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,25,010N,023E,C,0,0
431612.624504383,1575600.45343026,1819,{AB4874F1-29EA-49F7-9573-6DC9A2C45F81},Deltana,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Delta-Greely School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Fairbanks - 401,10,012S,013E,F,,
489565.635201638,1557989.91244552,1820,{03A313E3-0987-4B72-8EC9-6C92E01A12A2},Dot Lake,Unincorporated CDP,Place of Interest,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,28,022N,007E,C,,
462740.521621466,1556002.91143198,1821,{64B2729B-A777-4917-9D20-77822FE68CFE},Dry Creek,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Alaska Gateway School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,26,014S,016E,F,,
1022927.27343356,1047160.29761342,1822,{4BAA8104-672E-401E-88E8-341E10A478B8},Elfin Cove,Unincorporated CDP,Community,Hoonah-Angoon Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Chatham School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Sitka - 103,25,042S,055E,C,,
233383.627890657,1635058.91387974,1823,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C},Four Mile Road,Unincorporated CDP,Place of Interest,Yukon-Koyukuk Census Area,"Doyon, Limited",,Tanana Chiefs Conference,Nenana City School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Nenana - 414,3,004S,008W,F,,
448520.690108933,1399145.12097839,1824,{ED284F88-6827-4DC4-B028-5F0BFA6CF129},Gakona,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,18,006N,001E,C,,
439627.705608474,1376652.70899664,1825,{0F6D14AC-19B0-4FFB-87AF-FBC82152C2A8},Glennallen,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,23,004N,002W,C,,
445413.909114173,1394980.4832258,1826,{5A851423-1D34-45BF-9EE7-8765E762667F},Gulkana,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,26,006N,001W,C,0,0
451255.903980532,1591003.87519876,1827,{093A0B52-9C15-4F33-8872-681E456A939D},Healy Lake,Unincorporated CDP,Community,Southeast Fairbanks Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Delta-Greely School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,6,011S,016E,F,0,0
1325892.93821721,822796.348237747,1828,{6B0D4814-B112-41E9-8F10-11A29507E7CA},Hollis,Unincorporated CDP,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,4,074S,084E,C,0,0
1465088.61804823,923484.211796796,1829,{BC2CDE0E-83BC-4AC5-8095-1EB202D71049},Hyder,Unincorporated CDP,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,2,069S,100E,C,,
-459491.849515607,1241856.61615762,1830,{3816D857-92C5-45BF-B884-7D2529E878D4},Kasigluk,Unincorporated CDP,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,1,009N,075W,S,,
475265.239316729,1339051.7980426,1831,{FF44E793-74FE-4F17-9EB7-78D774DF5F63},Kenny Lake,Unincorporated CDP,Community,Copper River Census Area,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Copper River School District,Gulf Coast Region,Transitional,Copper River/Chugach,Gulf Coast Economic Region,Copper Valley Development Association,Chitina - 308,6,002S,003E,C,,
